"26509",,,,,,"3982","aa","","2023-01-30 02:11:29","2023-01-22","","1 fragment of amphora with a dipinto, painted with black ink. Only one letter (?) preserved","L 3.1; W 3.8; th. 0.55 ","","","clay; black ink","LRA1","2024-07-19 08:36:04","dipinto on amphora","BE23-156/012/001","","","fragmentary","","1","","","found during pot-wash","","Geerts, R.","","","","7,1"
"11331","BE","13","87","23","013","1264","L","","2013-01-30 18:53:23","2013-01-21","","","","","","sea creature","","2013-02-05 19:08:18","sea creature","","","","","","1 bag","","","","","","","","","11"
"11332","BE","13","87","23","013","1264","R","","2013-01-30 18:53:56","2013-01-21","","","","","","stone","","2013-01-30 18:54:34","geological samples","","","","","","1 frag","","","","","","","","","3"
"11333","BE","13","87","15","016","1265","G","","2013-01-30 18:55:49","2013-01-23","","","","","","clay","","2013-02-11 14:14:23","pottery","","","","","","1 bag","","","","","","","","","1645"
"11334","BE","13","87","15","016","1265","L","","2013-01-30 18:57:09","2013-01-23","","Yellow","Th. 0.2 cm","","","eggshell","ostrich","2018-02-16 09:28:51","ostrich eggshell, bulk","","","","Fragment","","1","","","","","Gwiazda, M.","","","","0.64"
"11335","BE","13","87","15","016","1265","R","","2013-01-30 18:57:40","2013-01-23","","","","","","stone","","2013-01-30 18:58:24","geological samples","","","","","","1 frag","","","","","","","","","4"
"11336","BE","13","87","15","016","1265","M","","2013-01-30 18:58:24","2013-01-23","","447g broken","","","","shell","","2013-01-30 18:58:59","shells","","","","","","1 bag","","","","","","","","","621"
"11337","BE","13","87","15","016","1265","L","","2013-01-30 18:58:59","2013-01-23","","","","","","bone","","2013-01-30 18:59:26","bones","","","","","","1 bag","","","","","","","","","11"
"11338","BE","13","87","15","016","1265","B","","2013-01-30 18:59:26","2013-01-23","","","","","","bone","","2014-02-11 19:20:43","bead","","","","","","1 frag","","","","","","","","","<1"
"11339","BE","13","87","15","016","1265","Di","","2013-01-30 19:00:01","2013-01-23","","","","","","iron","","2013-01-30 19:01:43","iron","","","","","","1 bag","","","","","","","","","24"
"11340","BE","13","87","15","016","1265","O","","2013-01-30 19:01:43","2013-01-23","","","","","","organic","","2013-02-08 21:50:18","peppercorns","","","","",""," 1 bag","","","","","","","","","2"
"11341","BE","13","87","14","014","1266","G","","2013-01-30 19:03:20","2013-01-22","","","","","","clay","","2013-02-11 14:13:37","pottery","","","","","","1 bag","","","","","","","","","748"
"11342","BE","13","87","14","014","1266","L","","2013-01-30 19:04:01","2013-01-22","","","","","","sea creature","","2013-02-05 19:08:33","sea creature","","","","","","1 bag","","","","","","","","","18"
"11343","BE","13","87","14","014","1266","L","","2013-01-30 19:04:45","2013-01-22","","","","","","bone","","2013-01-30 19:05:11","bones","","","","","","1 bag","","","","","","","","","235"
"11344","BE","13","87","14","014","1266","M","","2013-01-30 19:05:11","2013-01-22","","575g broken","","","","shell","","2013-01-30 19:06:08","shells","","","","","","1 bag","","","","","","","","","1057"
"11345","BE","13","87","15","015","1267","Dc","","2013-01-30 19:07:15","2013-01-22","","1nail","","","","copper alloy","","2013-01-30 19:08:14","copper alloy","","","","","","1 bag","","","","","","","","","15"
"11346","BE","13","87","15","015","1267","G","","2013-01-30 19:08:14","2013-01-22","","","","","","clay","","2013-02-11 14:14:08","pottery","","","","","","1 bag","","","","","","","","","1376"
"11347","BE","13","87","15","015","1267","O","","2013-01-30 19:09","2013-01-22","","","","","","organic","","2013-02-08 21:50:21","peppercorns","","","","","","1 bag","","","","","","","","","1"
"11348","BE","13","87","15","015","1267","E","","2013-01-30 19:09:40","2013-01-22","","","","","","glass","","2013-03-02 19:49:04","glass","","","","","","bag 1","","","","","","","","","3"
"11349","BE","13","87","15","015","1267","yy","","2013-01-30 19:10:13","2013-01-22","","","","","","pottery","reworked","2025-01-06 20:03:24","round-cut sherd","","","","","","2 ","","","","","","","","","14"
"11350","BE","13","87","15","015","1267","L","","2013-01-30 19:10:57","2013-01-22","","","","","","bone","","2013-01-30 19:11:23","bones","","","","","","1 bag","","","","","","","","","24"
"11351","BE","13","87","15","015","1267","L","","2013-01-30 19:11:23","2013-01-22","","","","","","sea creature","","2013-02-05 19:08:49","sea creature","","","","","","1 bag","","","","","","","","","18"
"11352","BE","13","87","15","015","1267","M","","2013-01-30 19:11:51","2013-01-22","","","","","","shell","","2014-02-11 18:36:27","nacre","","","","","","1 frag","","","","","","","","","12"
"11353","BE","13","87","15","015","1267","R","","2013-01-30 19:14:31","2013-01-22","","1 selenite, 1 stone","","","","stone","","2013-01-30 19:16:04","geological samples","","","","","","2 frag","","","","","","","","","4"
"11354","BE","13","87","15","015","1267","M","","2013-01-30 19:16:04","2013-01-22","","258g broken","","","","shell","","2013-01-30 19:16:57","shells","","","","","","1 bag","","","","","","","","","330"
"11355","BE","11","76","999","021","624","G","G787","2013-01-30 19:20:26","2011-01-24","","","","","","clay","","2018-01-26 09:14:19","inscription on OSJ jar, South Arabian ","BE11-76/999/046","","","","","5, recomposed","","","","study-BE13","","","N baulk removal","","2051"
"11356","BE","12","88","5","006","965","F","","2013-01-30 19:25:56","2011-12-28","","","","","","paste","","2021-05-10 17:40:32","faience","","","","","","1 frag","","","","","","","","","<1"
"11357","BE","11","77","2","007","602","qq","","2013-01-30 19:27:46","2011-01-20","","","","","","resin","","2013-01-30 19:29:01","resin","","","","","","1 bag","","","","","","","","","81"
"11358","BE","12","80","11","014","857","J","","2013-01-30 19:29:41","2012-01-03","","","","","","organic","","2014-02-09 20:53:44","leather","","","","","","3 frag","","","","","","","","","4"
"11359","BE","12","80","11","023","842","J","","2013-01-30 19:31:29","2012-01-07","","","","","","organic","","2014-02-09 20:53:59","leather","","","","","","2 frag","","","","","","","","","7"
"11360","BE","10","59","1","011","160","J","","2013-01-30 19:36:05","2010-01-16","","","","","","leather","","2014-02-09 21:02:50","leather","","","","","","1","","","","","","","","","9"
"11361","BE","11","76","3","006","559","gg","","2013-01-30 19:40:12","2011-01-17","","","","","","clay","","2015-02-21 10:15:30","lamp, base-to-nozzle","BE11-76/003/013","","","","","1 pc","","","nie znaleziono rekordu w 2015 roku w Quft; wpisano","","","","","","n/w"
"11362","BE","12","84","1","002","937","J","","2013-01-30 19:49:22","2012-01-15","","","","","","organic","","2013-01-30 19:50:12","leather","","","","","","7 frag","","","","","","","","","19"
"11363","BE","11","76","999","038","739","F","","2013-01-30 19:51:14","2011-02-02","","","","","","paste","","2021-05-10 17:40:30","faience","","","","","","12 frag","","","","","","","","","38"
"11364","BE","11","76","999","038","739","yy","","2013-01-30 19:52:07","2011-02-02","","","","","","pottery","reworked","2025-01-06 20:03:24","round-cut sherd","","","","","","1","","","","","","","","","6"
"11365","BE","11","76","999","038","739","gg","","2013-01-30 19:53:42","2011-02-02","","","","","","clay","fabric red-brown with red brown slip, silt","2015-02-17 08:23:40","lamp","BE11-76/999/047","","","","","1 (1/2)","","","","","","","","","11/2"
"11366","BE","13","91","3","018","1268","M","","2013-01-30 19:56:32","2013-01-20","","177g broken","","","","shell","","2013-01-30 19:57:15","shells","","","","","","1 bag","","","","","","","","","208"
"11367","BE","13","91","3","018","1268","M","","2013-01-30 19:57:15","2013-01-20","","","","","","shell","","2024-06-16 12:19:26","cowry shell","","","","","","1","","","","","","","","","<1"
"11368","BE","13","91","3","018","1268","K","","2013-01-30 19:57:48","2013-01-20","","","","","","organic","","2013-01-30 19:58:32","hair","","","","","","1 bag","","","","","","","","","2"
"11369","BE","13","91","3","018","1268","E","","2013-01-30 19:58:32","2013-01-20","","","","","","glass","","2013-01-30 19:59:07","glass","","","","","","1 ","","","","","","","","","<1"
"11370","BE","13","91","3","018","1268","Q","","2013-01-30 19:59:07","2013-01-20","","","","","","wood","","2013-01-30 19:59:30","charcoal","","","","","","1 bag","","","","","","","","","2"
"11371","BE","13","91","5","015","1269","E","","2013-01-30 20:03:18","2013-01-20","","","","","","glass","","2013-03-02 19:49:06","glass","","","","","","2","","","","","","","","","<1"
"11372","BE","13","91","5","015","1269","L","","2013-01-30 20:04:06","2013-01-20","","","","","","bone","","2013-01-30 20:04:42","bone","","","","","","trace","","","","","","","","","<1"
"11373","BE","13","91","5","015","1269","M","","2013-01-30 20:04:42","2013-01-20","","55g broken","","","","shell","","2013-01-30 20:05:18","shells","","","","","","1 bag","","","","","","","","","81"
"11374","BE","13","91","5","015","1269","L","","2013-01-30 20:05:18","2013-01-20","","","","","","sea creature","","2013-02-05 19:08:54","sea creature","","","","","","2 frag","","","","","","","","","4"
"11375","BE","13","91","5","015","1269","Q","","2013-01-30 20:05:49","2013-01-20","","","","","","wood","","2013-01-30 20:06:19","charcoal","","","","","","1 bag","","","","","","","","","8"
"11376","BE","13","91","3","016","1250","E","","2013-01-30 20:32:26","2013-01-20","","","","","","glass","","2013-03-02 19:49:07","glass","","","","","","1","","","","","","","","","2"
"11377","BE","13","91","3","016","1250","M","","2013-01-30 20:32:55","2013-01-20","","","","","","shell","","2024-06-16 12:21:49","nacre","","","","","","1","","","","","","","","","<1"
"11378","BE","13","91","3","016","1250","Di","","2013-01-30 20:33:25","2013-01-20","","","","","","iron","","2013-01-30 20:33:57","iron","","","","","","1 bag","","","","","","","","","4"
"11379","BE","13","91","3","016","1250","Q","","2013-01-30 20:33:57","2013-01-20","","","","","","wood","","2013-01-30 20:34:43","charcoal","","","","","","1 bag","","","","","","","","","6"
"11380","BE","13","91","3","016","1250","R","","2013-01-30 20:34:43","2013-01-20","","","","","","stone","","2013-01-30 20:35:20","geological samples","","","","","","7 frag","","","","","","","","","35"
"11381","BE","13","91","3","016","1250","L","","2013-01-30 20:35:20","2013-01-20","","","","","","bone","","2013-01-30 20:35:43","bones","","","","","","1bag","","","","","","","","","4"
"11382","BE","13","91","3","016","1250","M","","2013-01-30 20:35:43","2013-01-20","","308g broken","","","","shell","","2013-01-30 20:36:14","shells","","","","","","1 bag","","","","","","","","","440"
"11383","BE","13","91","3","016","1250","L","","2013-01-30 20:36:14","2013-01-20","","","","","","sea creature","","2013-02-05 19:08:59","sea creature","","","","","","1 bag","","","","","","","","","21"
"11384","BE","13","91","7","021","1270","G","","2013-01-30 20:37:40","2013-01-21","","","","","","clay","","2013-02-11 13:00:57","pottery","","","","","","1 bag","","","","","","","","","88"
"11385","BE","13","91","7","021","1270","R","","2013-01-30 20:38:07","2013-01-21","","beryl inside","","","","stone","","2013-01-30 20:39:05","geological samples","","","","","","1 bag","","","","","","","","","11"
"11386","BE","13","91","7","021","1270","L","","2013-01-30 20:39:05","2013-01-21","","","","","","sea creature","","2013-02-05 19:09:13","sea creature","","","","",""," 3 frag","","","","","","","","","8"
"11387","BE","13","91","7","021","1270","Di","","2013-01-30 20:39:36","2013-01-21","","","","","","iron","","2013-01-30 20:40:01","iron","","","","","","1 frag","","","","","","","","","3"
"11388","BE","13","91","7","021","1270","B","","2013-01-30 20:40:01","2013-01-21","","1 green, 1 blue destroyed ","","","","glass","","2013-01-30 20:42:09","beads","","","","","","2 ","","","","","","","","","<1"
"11389","BE","13","91","7","021","1270","L","","2013-01-30 20:42:09","2013-01-21","","","","","","bone","","2013-01-30 20:42:35","bones","","","","","","1 bag","","","","","","","","","23"
"11390","BE","13","91","7","021","1270","M","","2013-01-30 20:42:35","2013-01-21","","","","","","shell","","2024-06-16 12:19:28","cowry shell","","","","","","1 frag","","","","","","","","","3"
"11391","BE","13","91","7","021","1270","Q","","2013-01-30 20:43:08","2013-01-21","","","","","","wood","","2013-01-30 20:43:43","charcoal","","","","","","1 bag","","","","","","","","","5"
"11392","BE","13","91","7","021","1270","M","","2013-01-30 20:43:43","2013-01-21","","371g broken","","","","shell","","2013-01-30 20:44:23","shells","","","","","","1 bag","","","","","","","","","578"
"11393","BE","13","91","3","019","1271","G","","2013-01-30 20:45:07","2013-01-21","","","","","","clay","","2013-01-30 20:45:31","pottery","","","","","","1 bag","","","","","","","","","41"
"11394","BE","13","91","3","019","1271","E","","2013-01-30 20:45:31","2013-01-21","","1 blue","","","","glass","","2013-01-30 20:46:10","glass","","","","","","1","","","","","","","","","<1"
"11395","BE","13","91","3","019","1271","L","","2013-01-30 20:46:10","2013-01-21","","","","","","bone","","2013-01-30 20:46:33","bones","","","","","","1 bag","","","","","","","","","<1"
"11396","BE","13","91","3","019","1271","R","","2013-01-30 20:46:33","2013-01-21","","","","","","stone","","2013-01-30 20:47:03","geological samples","","","","","","3 ","","","","","","","","","11"
"11397","BE","13","91","3","019","1271","Q","","2013-01-30 20:47:03","2013-01-21","","","","","","wood","","2013-01-30 20:47:29","charcoal","","","","","","1 bag","","","","","","","","","7"
"11398","BE","13","91","3","019","1271","M","","2013-01-30 20:47:29","2013-01-21","","337g broken","","","","shell","","2013-01-30 20:48:06","shells","","","","","","1 bag","","","","","","","","","461"
"11399","BE","13","91","3","019","1271","M","","2013-01-30 20:48:06","2013-01-21","","","","","","shell","","2013-01-30 20:51:14","coral","","","","","","1","","","","","","","","","4"
"11400","BE","13","91","3","022","1272","E","","2013-01-30 20:52:35","2013-01-21","","1 blue, 1 yellow ","","","","glass","","2013-03-02 19:49:08","glass","","","","","","2","","","","","","","","","<1"
"11401","BE","13","91","3","022","1272","Dc","","2013-01-30 20:54:47","2013-01-21","","","","","","copper alloy","","2013-01-30 20:55:12","copper alloy","","","","","","1 bag","","","","","","","","","9"
"11402","BE","13","91","3","022","1272","Di","","2013-01-30 20:55:12","2013-01-21","","","","","","iron","","2013-01-30 20:55:37","iron","","","","","","1 frag","","","","","","","","","27"
"11403","BE","13","91","3","022","1272","Q","","2013-01-30 20:55:37","2013-01-21","","","","","","wood","","2013-01-30 20:56:17","charcoal","","","","","","1 bag","","","","","","","","","19"
"11404","BE","13","91","3","022","1272","L","","2013-01-30 20:56:17","2013-01-21","","","","","","sea creature","","2013-02-05 19:09:18","sea creature","","","","","","1 bag","","","","","","","","","112"
"11405","BE","13","91","3","022","1272","L","","2013-01-30 20:56:55","2013-01-21","","","","","","coral","","2013-02-11 12:27:25","coral","","","","","","1  bag","","","category change","","","","","","5"
"11406","BE","13","91","3","022","1272","M","","2013-01-30 20:57:29","2013-01-21","","","","","","shell","","2024-06-16 12:21:50","nacre","","","","","","1","","","","","","","","","<1"
